cat_num,format,parent_species,recordist,year,date_uploaded,asset_restricted,behaviors,age_sex,ml_collection_type,average_community_rating
548938191,audio,Fulica atra,Alfonso Rodrigo,2023,3/24/2023,Public,,,,3
221308851,audio,Fulica atra,Xabier Remirez,2020,4/6/2020,Public,,,,3
255456591,audio,Fulica atra,Fernando T Rico,2020,8/14/2020,Public,,,,3.67
433465491,audio,Fulica atra,Luis Leon,2022,4/9/2022,Public,,,,2.5
309483901,audio,Fulica atra,Francisco Maia,2021,2/19/2021,Public,,,,4.33
512798961,audio,Fulica atra,Fernando T Rico,2022,12/13/2022,Public,,,,3.33
551873511,audio,Fulica atra,Alexander Thomas NFC Station,2022,3/31/2023,Public,Flight Call,,,3
607935101,audio,Fulica atra,Kriss Replogle,2023,8/28/2023,Public,Call,,,1
281921151,audio,Fulica atra,Fernando T Rico,2020,11/22/2020,Public,,,,2.5
318452021,audio,Fulica atra,Huw Lloyd,2021,3/21/2021,Public,,,,3
264819111,audio,Fulica atra,AJ Sepúlveda,2020,9/22/2020,Public,,,,4
360686771,audio,Fulica atra,Fernando T Rico,2021,8/12/2021,Public,,,,3.33
546317621,audio,Fulica atra,Alfons  Lawen,2023,3/17/2023,Public,,,,5
426580891,audio,Fulica atra,Nelson Conceição,2022,3/19/2022,Public,Call,,,4
47051181,audio,Fulica atra,Dwaine Laxdal,2017,1/31/2017,Public,Call,,,1
428911111,audio,Fulica atra,Pedro Moreira,2022,3/26/2022,Public,Call,,,2.5
427277991,audio,Fulica atra,Jocce Ekström,2022,3/21/2022,Public,Flight Call; Flying,,,4
304265,audio,Fulica atra,Peter Boesman,2007,12/15/2020,Public,Call,,archive,4.33
151169351,audio,Fulica atra,Jorge Leitão,2018,4/15/2019,Public,Call,,,2.67
359130031,audio,Fulica atra,Surendhar Boobalan,2021,8/5/2021,Public,Call; Foraging or Eating,Adult – 1; Juvenile – 1,,3.33
224330421,audio,Fulica atra,G S,2020,4/17/2020,Public,,,,2.33
546089711,audio,Fulica atra,Fernando T Rico,2023,3/16/2023,Public,,,,4
217913221,audio,Fulica atra,Sharad Apte,2018,3/25/2020,Public,Call,Juvenile – 1,,2.33
500453451,audio,Fulica atra,Xingyu Li,2022,11/4/2022,Public,,,,2.33
128164881,audio,Fulica atra,Jageshwer verma,2018,12/12/2018,Public,Call,Juvenile,,3.75
304836031,audio,Fulica atra,Pedro Moreira,2021,2/6/2021,Public,Call,,,1.5
469759031,audio,Fulica atra,Leo Wilhelm,2022,7/24/2022,Public,Call,Immature – 1,,5
191236671,audio,Fulica atra,Thomas Bitsch,2019,12/3/2019,Public,Call; Foraging or Eating,,,4
285081211,audio,Fulica atra,Ed Stubbs,2020,12/4/2020,Public,,,,4.33
313029351,audio,Fulica atra,Jacob Spinks,2021,3/2/2021,Public,,Adult – 1,,4.33
228314251,audio,Fulica atra,Conor MacKenzie,2020,4/28/2020,Public,,,,2.5
68663221,audio,Fulica atra,Ryan Irvine,2017,9/12/2017,Public,,,,1
491872861,audio,Fulica atra,Shilpa Gadgil,2022,10/9/2022,Public,,,,2
342333791,audio,Fulica atra,Sophia Frankish,2021,5/25/2021,Public,,,,2.67
423584401,audio,Fulica atra,Nigel Jackett NFC Station,2022,3/9/2022,Public,,,,4
283200601,audio,Fulica atra,Fernando T Rico,2020,11/27/2020,Public,,,,2.75
352855131,audio,Fulica atra,Aitor Zabala,2021,7/7/2021,Public,,,,4
353430471,audio,Fulica atra,Fernando T Rico,2021,7/10/2021,Public,Call,Juvenile – 1,,4
448865061,audio,Fulica atra,Ashis Kumar  Pradhan,2022,5/15/2022,Public,,,,3
545460751,audio,Fulica atra,Ian Sherriffs,2023,3/14/2023,Public,,,,4
359145691,audio,Fulica atra,Edward Jenkins,2021,8/5/2021,Public,,,,4.67
310420581,audio,Fulica atra,Lees-Moura Autonomous Recorders,2021,2/22/2021,Public,Flight Call; Flying,,,1.75
571797161,audio,Fulica atra,Andrew Whitehouse,2023,5/14/2023,Public,,,,2.5
468244331,audio,Fulica atra,Christopher Tuffley,2022,7/18/2022,Public,,Unknown – 1,,4.5
295154181,audio,Fulica atra,Aitor Zabala,2021,1/6/2021,Public,,,,4
162696511,audio,Garrulus glandarius,Nelson Conceição,2019,6/4/2019,Public,Call,,,2.5
179119161,audio,Garrulus glandarius,Nelson Conceição,2019,9/27/2019,Public,Call,,,3
530834391,audio,Garrulus glandarius,Eric francois Roualet,2023,2/2/2023,Public,Flying,,,4
479338521,audio,Garrulus glandarius,Fernando T Rico,2022,8/29/2022,Public,,,,0
285386291,audio,Garrulus glandarius,Joana B,2020,12/5/2020,Public,Song,,,1
202205841,audio,Garrulus glandarius,A Emmerson,2019,1/22/2020,Public,Call,Adult – 1,,4
184668,audio,Garrulus glandarius,Sahas Barve,2013,7/20/2016,Public,,Adult – 1,archive,1
244483811,audio,Garrulus glandarius,Daniel Meeker,2020,6/20/2020,Public,Call,,,3
304036,audio,Garrulus glandarius,Peter Boesman,2007,12/15/2020,Public,Call,,archive,4.5
179500991,audio,Garrulus glandarius,Jocce Ekström,2019,9/29/2019,Public,,,,2.5
601541701,audio,Garrulus glandarius,Juanjo Soto Sanhueza,2022,8/8/2023,Public,,,,0
230003881,audio,Garrulus glandarius,Dale Forbes,2020,5/3/2020,Public,Call,,,4.67
236469,audio,Garrulus glandarius,Margaret Widdowson,2005,10/29/2018,Public,Call,Unknown – 3,archive,3
560739311,audio,Garrulus glandarius,Stuart Fisher,2023,4/21/2023,Public,Call,,,2
522542631,audio,Garrulus glandarius,Gregorio Chaguaceda Tomás,2023,1/10/2023,Public,,,,0
598514031,audio,Garrulus glandarius,Eaton Ekarintaragun,2023,7/29/2023,Public,,,,2
315888511,audio,Garrulus glandarius,Stuart Fisher,2021,3/12/2021,Public,Call,Adult – 1,,4
607069071,audio,Garrulus glandarius,Erwin Heimgartner,2023,8/26/2023,Public,,,,1
225553351,audio,Garrulus glandarius,African Googre,2020,4/20/2020,Public,,Adult – 3,,2.5
426585541,audio,Garrulus glandarius,Nelson Conceição,2022,3/19/2022,Public,Call,,,3
549789531,audio,Garrulus glandarius,João Cordeiro,2023,3/26/2023,Public,,,,4
240295301,audio,Garrulus glandarius,Shachar Hizkiya,2020,6/1/2020,Public,,,,4.5
115258691,audio,Garrulus glandarius,Dominic Garcia-Hall,2018,9/17/2018,Public,Call,Adult,,3.33
371537631,audio,Garrulus glandarius,Anonymous,2021,9/22/2021,Public,,,,2
386719841,audio,Garrulus glandarius,Urraca Reina,2021,11/9/2021,Public,,,,0
184703181,audio,Garrulus glandarius,Puja Sharma,2016,10/28/2019,Public,Call,Adult – 1,,3.5
417380861,audio,Garrulus glandarius,Francisco Javier  Calvo lesmes,2022,2/18/2022,Public,,,,0
312636851,audio,Garrulus glandarius,Samuel Hernández,2021,3/1/2021,Public,,,,4.5
308021311,audio,Garrulus glandarius,Kalle Rainio,2019,2/15/2021,Public,Call,,,1
394299681,audio,Garrulus glandarius,Andrew Self,2021,12/8/2021,Public,,,,0
508980191,audio,Garrulus glandarius,Jesús González,2022,12/1/2022,Public,,,,2
596300491,audio,Garrulus glandarius,Amy Maranto,2023,7/22/2023,Public,,,,1
282523561,audio,Garrulus glandarius,Karthik Thrikkadeeri,2020,11/24/2020,Public,Call,,,4.5
314404281,audio,Garrulus glandarius,Aitor Zabala,2021,3/7/2021,Public,Call,,,3
376590531,audio,Garrulus glandarius,Mark Lewis,2021,10/10/2021,Public,Call; Foraging or Eating,Unknown – 1,,4
369072661,audio,Garrulus glandarius,Itay Berger,2021,9/13/2021,Public,,,,0
373268191,audio,Garrulus glandarius,Richard Fleming,2021,9/28/2021,Public,Call,,,2
255065471,audio,Garrulus glandarius,Anonymous,2020,8/12/2020,Public,,,,4.5
168198731,audio,Garrulus glandarius,Luís Ribeiro,2019,7/14/2019,Public,,,,2
537104361,audio,Garrulus glandarius,Ryan Irvine,2023,2/19/2023,Public,,,,0
426184031,audio,Garrulus glandarius,Cynthia Su,2015,3/17/2022,Public,,,,0
284748,audio,Garrulus glandarius,Peter Boesman,2019,5/28/2020,Public,Call,,archive,4.5
137782821,audio,Garrulus glandarius,Jorge Leitão,2016,1/29/2019,Public,,,,3
291385671,audio,Garrulus glandarius,Paolo Matteucci,2020,12/27/2020,Public,,,,1
472535111,audio,Garrulus glandarius,Hynek Koziol,2022,8/4/2022,Public,,,,0
174908781,audio,Garrulus glandarius,Matías Garrido 🐧,2019,8/31/2019,Public,Call; Foraging or Eating,,,3.33
36738641,audio,Garrulus glandarius,Nick Komar,2016,10/5/2016,Public,Call,,,1.33
601777221,audio,Garrulus glandarius,Tom Bedford,2023,8/9/2023,Public,,Adult – 1,,4
70699931,audio,Garrulus glandarius,Stuart Fisher,2017,10/3/2017,Public,Call,Unknown,,2.5
57013811,audio,Garrulus glandarius,Lynden Schofield,2017,5/6/2017,Public,Call,Adult,,2.67
594559411,audio,Garrulus glandarius,African Googre,2023,7/16/2023,Public,Call,Juvenile – 1,,3
505241131,audio,Garrulus glandarius,Thomas Brooks,2022,11/19/2022,Public,,,,3
486632221,audio,Garrulus glandarius,Sheng Wun Jheng,2022,9/23/2022,Public,,,,0
319929961,audio,Garrulus glandarius,Thomas Brooks,2021,3/26/2021,Public,Call,,,1
371522701,audio,Garrulus glandarius,Mészáros József,2021,9/22/2021,Public,,,,2
364364981,audio,Garrulus glandarius,Alba Sanjuán,2021,8/27/2021,Public,,,,3
329011751,audio,Garrulus glandarius,Lars Mannzen,2021,4/22/2021,Public,,,,0
38895081,audio,Garrulus glandarius,Andrew Durso,2016,11/3/2016,Public,Call,Adult,,2.33
231240561,audio,Garrulus glandarius,Huw Lloyd,2020,5/6/2020,Public,,,,2
549714241,audio,Garrulus glandarius,Anonymous,2023,3/26/2023,Public,Call,Adult – 1,,5
148825111,audio,Garrulus glandarius,Jorge Leitão,2019,4/3/2019,Public,Call,,,2
548700571,audio,Garrulus glandarius,African Googre,2023,3/23/2023,Public,Song,Adult – 1,,2
325085021,audio,Garrulus glandarius,Isaac  West,2021,4/11/2021,Public,,,,0
341091591,audio,Garrulus glandarius,Anonymous,2021,5/22/2021,Public,,,,0
561124331,audio,Garrulus glandarius,RIIO LU,2023,4/22/2023,Public,Call,,,0
181047351,audio,Garrulus glandarius,Pedro Fernandes,2019,10/8/2019,Public,,,,2.5
140616751,audio,Garrulus glandarius,Joseph Rowsome,2019,2/14/2019,Public,Call; Flight Song,Adult,,2.67
108017,audio,Garrulus glandarius,Wayne Hsu,2000,7/20/2016,Public,Call,,archive,3.33
532573221,audio,Garrulus glandarius,Václav Novotný,2023,2/7/2023,Public,,,,5
511149441,audio,Garrulus glandarius,Aitor Urrutia,2022,12/8/2022,Public,,,,0
400314511,audio,Garrulus glandarius,Anonymous,2021,12/30/2021,Public,,,,0
372384891,audio,Garrulus glandarius,Joao Freitas,2021,9/25/2021,Public,,,,5
507680811,audio,Garrulus glandarius,Volkan Donbaloglu,2022,11/27/2022,Public,,,,3
605987921,audio,Garrulus glandarius,Kriss Replogle,2023,8/22/2023,Public,Call,Adult – 1,,3
203217181,audio,Garrulus glandarius,Esha Munshi,2019,1/27/2020,Public,Call; Flight Call; Flying; Foraging or Eating,Adult – 1,,3
524703371,audio,Garrulus glandarius,Ingkayut Sa-ar,2023,1/16/2023,Public,,,,0
555353551,audio,Garrulus glandarius,Tom Bedford,2023,4/9/2023,Public,Song,,,3.5
292784211,audio,Garrulus glandarius,Anonymous,2020,12/31/2020,Public,,,,1
559362041,audio,Garrulus glandarius,Sheng Wun Jheng,2023,4/18/2023,Public,,,,0
184717541,audio,Garrulus glandarius,Puja Sharma,2016,10/28/2019,Public,Call,Adult – 2,,3
369143451,audio,Garrulus glandarius,Jorge Leitão,2021,9/13/2021,Public,Call,Unknown – 2,,0
555907771,audio,Garrulus glandarius,Sławomir Karpicki-Ignatowski🦤,2023,4/10/2023,Public,Call,,,2
357762871,audio,Garrulus glandarius,Anonymous,2021,7/30/2021,Public,,,,0
369237321,audio,Garrulus glandarius,Jorge Leitão,2021,9/13/2021,Public,Call,,,0
565384821,audio,Garrulus glandarius,José María García Jiménez,2023,5/1/2023,Public,,,,4
194902681,audio,Garrulus glandarius,José-María García-Carrasco,2019,12/24/2019,Public,,,,3
543861581,audio,Garrulus glandarius,Peter Hinow,2023,3/10/2023,Public,,,,0
471977981,audio,Garrulus glandarius,Jack Tordoff,2022,8/2/2022,Public,,,,0
81140901,audio,Garrulus glandarius,Nick Kiehl,2017,1/8/2018,Public,Call,Adult,,3.33
477327291,audio,Garrulus glandarius,Daniel Melchert,2022,8/22/2022,Public,,,,0
590918931,audio,Garrulus glandarius,Peter Jungblut,2023,7/4/2023,Public,,,,0
191416661,audio,Garrulus glandarius,Jorge Leitão,2019,12/4/2019,Public,,,,3.67
108831301,audio,Garrulus glandarius,Paulo Domingues,2018,7/27/2018,Public,,,,3
442670481,audio,Garrulus glandarius,Javier Prieta,2022,5/1/2022,Public,,,,4
559361031,audio,Garrulus glandarius,Sheng Wun Jheng,2023,4/18/2023,Public,Call,,,0
42517321,audio,Garrulus glandarius,葉 珈良,2016,12/14/2016,Public,Call,,,1.67
32278971,audio,Garrulus glandarius,James (Jim) Holmes,2016,8/10/2016,Public,Call,Adult,,4
370776381,audio,Garrulus glandarius,Mészáros József,2021,9/19/2021,Public,,,,2
368441301,audio,Garrulus glandarius,Leo Wilhelm,2021,9/11/2021,Public,Call,Unknown – 1,,3
495645931,audio,Garrulus glandarius,Gabi Uhrova,2022,10/20/2022,Public,,,,3
264483131,audio,Luscinia luscinia,Itay Berger,2020,9/21/2020,Public,,,,4.33
455778691,audio,Luscinia luscinia,Lyubov Zolotova,2022,6/2/2022,Public,Song,,,4
459921251,audio,Luscinia luscinia,Benjamin Bechgaard Lisse,2022,6/16/2022,Public,Song,,,4
339787171,audio,Luscinia luscinia,Cihan Babuccu,2021,5/18/2021,Public,"Courtship, Display, or Copulation; Song",Adult Male – 1,,4
344280201,audio,Luscinia luscinia,ece gül,2021,6/1/2021,Public,Song,,,4
453779061,audio,Luscinia luscinia,Santiago Caballero Carrera,2022,5/27/2022,Public,Song,Adult Male – 1,,4
450044231,audio,Luscinia luscinia,Brian Small,2022,5/17/2022,Public,,,,2
343607701,audio,Luscinia luscinia,Stratton Hatfield,2021,5/30/2021,Public,,,,4
453837321,audio,Luscinia luscinia,Mike Trent,2022,5/27/2022,Public,Song,,,4
101350411,audio,Luscinia luscinia,Alexander Lees,2018,5/21/2018,Public,Song,Adult Male,,3.5
571157711,audio,Luscinia luscinia,Oleh Arkhinos,2023,5/13/2023,Public,,,,0
230627411,audio,Luscinia luscinia,Özgür Ekincioğlu,2020,5/4/2020,Public,,,,4
348426271,audio,Luscinia luscinia,Tim Tchurov,2021,6/17/2021,Public,,,,4
338129081,audio,Luscinia luscinia,Roman Cheprasov,2021,5/14/2021,Public,,,,3
234180341,audio,Luscinia luscinia,Haris Omano,2020,5/13/2020,Public,,,,5
191547281,audio,Luscinia luscinia,Jack Shutt,2019,12/5/2019,Public,,,,4.5
585672071,audio,Luscinia luscinia,Oliver Gould,2023,6/17/2023,Public,,,,3
166998841,audio,Luscinia luscinia,www.aladdin .st,2019,7/5/2019,Public,Song,,,3.5
41707,audio,Luscinia luscinia,Ben F. King,1982,7/20/2016,Public,Song,,archive,3
455814671,audio,Luscinia luscinia,yuda siliki,2022,6/2/2022,Public,,,,4
603616671,audio,Luscinia luscinia,Radovan Václav,2023,8/15/2023,Public,Call,,,0
571149941,audio,Luscinia luscinia,Zhuravleva Natasha,2023,5/13/2023,Public,,,,0
59244731,audio,Luscinia luscinia,Patrik Åberg,2008,5/25/2017,Public,Call,,,4
345645791,audio,Luscinia luscinia,Hidde Bult,2021,6/6/2021,Public,,,,5
564334001,audio,Luscinia luscinia,Cihan Babuccu,2023,4/29/2023,Public,,,,5
361627111,audio,Luscinia luscinia,Radovan Václav,2021,8/16/2021,Public,Call,,,3
338436921,audio,Luscinia luscinia,Jan Studecký,2021,5/15/2021,Public,Song,Male – 1,,5
457494101,audio,Luscinia luscinia,Mike Trent,2022,6/7/2022,Public,Song,,,4
161465541,audio,Luscinia luscinia,Jocce Ekström,2019,5/28/2019,Public,Song,,,5
583194431,audio,Luscinia luscinia,yann muzika,2023,6/10/2023,Public,Call,,,4
438919861,audio,Luscinia luscinia,Gabriel Jamie,2022,4/23/2022,Public,,,,4
571956451,audio,Luscinia luscinia,Mikhail Gavrikov,2023,5/14/2023,Public,,,,0
516983881,audio,Luscinia luscinia,Irina Vinnikova,2021,12/27/2022,Public,,,,0
455164121,audio,Luscinia luscinia,Aman Mottaqui-Tabar,2022,5/31/2022,Public,,,,0
493175651,audio,Luscinia luscinia,Dmitriy Pashchenko,2022,10/12/2022,Public,,,,0
443443531,audio,Luscinia luscinia,Itay Berger,2022,5/3/2022,Public,,,,4
362792301,audio,Luscinia luscinia,Shachar Hizkiya,2021,8/21/2021,Public,Call,,,4.67
455897881,audio,Luscinia luscinia,Mike Trent,2022,6/2/2022,Public,Song,,,4
234841071,audio,Luscinia luscinia,Sergio Calderon,2015,5/15/2020,Public,,,,2
585672281,audio,Luscinia luscinia,Oliver Gould,2023,6/17/2023,Public,,,,4
606851621,audio,Luscinia luscinia,Sever Nagulov,2023,8/25/2023,Public,Call,,,0
343331941,audio,Luscinia luscinia,Peter Boesman,2021,5/29/2021,Public,Song,,,4.5
452435021,audio,Luscinia luscinia,African Googre,2020,5/23/2022,Public,Song,Adult Male – 1,,5
100608881,audio,Luscinia luscinia,Peter Kennerley,2008,5/17/2018,Public,Song,Adult Male,,4.5
504000791,audio,Luscinia luscinia,Алексей Романов,2022,11/15/2022,Public,,,,0
340110561,audio,Luscinia luscinia,Emil Johansson,2021,5/19/2021,Public,,,,3
580958701,audio,Luscinia luscinia,African Googre,2023,6/4/2023,Public,Song,Adult Male – 1,,3
203907421,audio,Luscinia luscinia,Josep del Hoyo,2015,2/3/2020,Public,Call,,,4
518493621,audio,Luscinia luscinia,Elias Ludescher,2022,12/31/2022,Public,,,,0
355884451,audio,Luscinia luscinia,Daniel Brzdęk,2020,7/21/2021,Public,Song,,,3
266155451,audio,Luscinia luscinia,Yonatan Gordon,2020,9/27/2020,Public,,,,5
276567,audio,Luscinia luscinia,Peter Boesman,2015,4/8/2020,Public,Call,,archive,0
447409031,audio,Luscinia luscinia,Özgür Ekincioğlu,2022,5/12/2022,Public,,,,2
586965581,audio,Luscinia luscinia,Guy Kirwan,2023,6/21/2023,Public,Song,,,5
455153661,audio,Luscinia luscinia,Daniel Mitev,2022,5/31/2022,Public,,,,5
582849961,audio,Luscinia luscinia,Nina Faddeeva,2023,6/9/2023,Public,,,,3
160781641,audio,Luscinia luscinia,Володимир Мерзлікін,2019,5/25/2019,Public,Song,Adult Male,,4.5
140022,audio,Luscinia luscinia,Matthew D. Medler,2009,7/20/2016,Public,Song,Unknown – 2,archive,4
574316921,audio,Luscinia luscinia,Dhruv Arora,2023,5/19/2023,Public,Dawn Song; Song,Adult Male – 1,,5
311095431,audio,Luscinia luscinia,Peter  Steward,2020,2/24/2021,Public,,,,2
444697131,audio,Luscinia luscinia,Viktor Kochetkov,2022,5/6/2022,Public,,,,0
454360581,audio,Luscinia luscinia,Mike Trent,2022,5/29/2022,Public,Song,,,5
36114781,audio,Luscinia luscinia,Stuart Fisher,2007,9/27/2016,Public,Song,Adult Male,,3
459505611,audio,Luscinia luscinia,African Googre,2020,6/14/2022,Public,,Adult Male – 1,,3
215252211,audio,Luscinia luscinia,Kathy Carroll,2020,3/13/2020,Public,Song,,,3
571342031,audio,Luscinia luscinia,Nina Faddeeva,2023,5/13/2023,Public,,,,0
443961721,audio,Luscinia luscinia,erdem baykus,2022,5/4/2022,Public,,,,2
60380481,audio,Luscinia luscinia,Nárgila Moura,2017,6/6/2017,Public,Song,,,3
581494891,audio,Luscinia luscinia,Brian Small,2023,6/5/2023,Public,,,,0
595241111,audio,Luscinia luscinia,Daniil Davidov,2023,7/18/2023,Public,,,,0
454020371,audio,Luscinia luscinia,Björn Deduytsche,2022,5/28/2022,Public,,,,3
240028,audio,Luscinia luscinia,Niels Krabbe,1982,12/17/2018,Public,Song,,archive,4.5
444697181,audio,Luscinia luscinia,Viktor Kochetkov,2022,5/6/2022,Public,,,,0
453067991,audio,Luscinia luscinia,Shaun Robson,2022,5/25/2022,Public,Song,Adult Male – 1,,3
581494861,audio,Luscinia luscinia,Brian Small,2023,6/5/2023,Public,,,,0
241045,audio,Luscinia luscinia,Niels Krabbe,1988,12/17/2018,Public,Song,,archive,1
577013151,audio,Luscinia luscinia,John Raven,2023,5/25/2023,Public,,,,0
568969021,audio,Luscinia luscinia,Milan Kerby,2023,5/8/2023,Public,,,,3
501430351,audio,Luscinia luscinia,James Christian,2022,11/7/2022,Public,,,,0
308015321,audio,Luscinia luscinia,Kalle Rainio,2020,2/15/2021,Public,Call,Unknown – 1,,3
202477,audio,Luscinia luscinia,Roger Charters,1998,7/20/2016,Public,Song,,archive,4
569222151,audio,Luscinia luscinia,Boris Georgi,2023,5/9/2023,Public,,,,4.5
570592661,audio,Luscinia luscinia,NFC Station,2023,5/12/2023,Public,,,,0
603616661,audio,Luscinia luscinia,Radovan Václav,2023,8/15/2023,Public,Call,,,0
445228851,audio,Luscinia luscinia,Tora BENZEYEN,2022,5/7/2022,Public,,Adult – 1,,5
481380981,audio,Luscinia luscinia,Edna Mosand,2018,9/5/2022,Public,Song,,,0
203942831,audio,Luscinia luscinia,Eric francois Roualet,2010,2/3/2020,Public,Song,,,4
305572,audio,Luscinia luscinia,Peter Boesman,2009,12/22/2020,Public,Song,,archive,0
202476,audio,Luscinia luscinia,Roger Charters,1998,7/20/2016,Public,Song,,archive,4
579926281,audio,Luscinia luscinia,Jussi Hanén,2023,6/1/2023,Public,Song,Adult Male – 1,,0
62146061,audio,Luscinia luscinia,James Kennerley,2017,6/28/2017,Public,Song,Adult Male,,4
167895821,audio,Luscinia luscinia,www.aladdin .st,2019,7/12/2019,Public,Song,Adult,,3
83228,audio,Luscinia luscinia,Linda Macaulay,1994,7/20/2016,Public,Song,Unknown – 1,archive,3
365656911,audio,Luscinia luscinia,Itay Berger,2021,9/1/2021,Public,Call,,,2
442012981,audio,Luscinia luscinia,Yoav Perlman,2022,4/30/2022,Public,Song,,,3
146543781,audio,Luscinia luscinia,Hans Norelius,2013,3/21/2019,Public,Call,Adult,,4
337277421,audio,Luscinia luscinia,Peter Alfrey,2021,5/12/2021,Public,,,,4.33
607554261,audio,Luscinia luscinia,Sever Nagulov,2023,8/27/2023,Public,Call,,,0
202474,audio,Luscinia luscinia,Roger Charters,1998,7/20/2016,Public,Song,,archive,3
575374401,audio,Luscinia luscinia,Anonymous,2023,5/21/2023,Public,Song,,,0
471857791,audio,Luscinia megarhynchos,Gianluca Cicinelli,2022,8/1/2022,Public,,,,0
434833121,audio,Luscinia megarhynchos,John L. Muddeman,2022,4/12/2022,Public,Song,Adult – 1,,3
234836811,audio,Luscinia megarhynchos,Gill Havard,2020,5/15/2020,Public,,,,5
605945851,audio,Luscinia megarhynchos,Sever Nagulov,2023,8/22/2023,Public,Call,,,0
102053881,audio,Luscinia megarhynchos,Nelson Conceição,2018,5/26/2018,Public,Song,Adult Male,,3
442560031,audio,Luscinia megarhynchos,Sever Nagulov,2022,5/1/2022,Public,Song,,,4
435680661,audio,Luscinia megarhynchos,Eric Cameron,2022,4/15/2022,Public,,,,0
59932721,audio,Luscinia megarhynchos,Nárgila Moura,2017,6/1/2017,Public,,,,4
233733791,audio,Luscinia megarhynchos,Juan Cavero Alcaine,2020,5/12/2020,Public,,,,4
56517871,audio,Luscinia megarhynchos,Rui Figueiredo,2017,5/2/2017,Public,Call; Song,,,4
490829551,audio,Luscinia megarhynchos,Pedro Cardia,2022,10/6/2022,Public,Call,Juvenile – 3,,2
566316981,audio,Luscinia megarhynchos,Mészáros József,2023,5/3/2023,Public,,,,0
480447861,audio,Luscinia megarhynchos,NM Gatward,2022,9/2/2022,Public,,,,0
590937451,audio,Luscinia megarhynchos,Fernando Aranguren jimenez,2023,7/4/2023,Public,,,,0
560183711,audio,Luscinia megarhynchos,Ed Stubbs,2023,4/20/2023,Public,,,,0
330962561,audio,Luscinia megarhynchos,Holger Schneider,2021,4/27/2021,Public,,,,0
580493011,audio,Luscinia megarhynchos,Rosario Douglas,2023,6/2/2023,Public,,,,4
463540481,audio,Luscinia megarhynchos,Paulo  Roncon,2022,6/29/2022,Public,,,,0
450669591,audio,Luscinia megarhynchos,Cody Limber,2022,5/19/2022,Public,,,,5
439828241,audio,Luscinia megarhynchos,Davy Bosman,2022,4/25/2022,Public,,,,0
566836031,audio,Luscinia megarhynchos,Anonymous,2023,5/4/2023,Public,Song,Adult Male – 1,,3
360521231,audio,Luscinia megarhynchos,Anonymous,2021,8/11/2021,Public,,,,0
565910371,audio,Luscinia megarhynchos,Fernando Anand Medrano Martínez,2023,5/2/2023,Public,,,,4
344304811,audio,Luscinia megarhynchos,Christoph Moning,2021,6/1/2021,Public,,,,4
389062521,audio,Luscinia megarhynchos,Shereen Chang,2021,11/18/2021,Public,,,,0
225150711,audio,Luscinia megarhynchos,Ed Stubbs,2020,4/19/2020,Public,,,,5
560162821,audio,Luscinia megarhynchos,Max Ko,2023,4/20/2023,Public,,,,3
300868221,audio,Luscinia megarhynchos,Flávio Oliveira,2020,1/24/2021,Public,,,,5
563928111,audio,Luscinia megarhynchos,Jorge Leitão,2023,4/28/2023,Public,Song,,,0
459900631,audio,Luscinia megarhynchos,Sławomir Karpicki-Ignatowski🦤,2022,6/16/2022,Public,Song,Adult Male – 1,,2
561536801,audio,Luscinia megarhynchos,Susana Noguera Hernández,2023,4/23/2023,Public,,,,0
327958481,audio,Luscinia megarhynchos,Enes Kasapoğlu,2021,4/19/2021,Public,,,,4
440309831,audio,Luscinia megarhynchos,Christos Christodoulou,2022,4/26/2022,Public,,,,5
203913641,audio,Luscinia megarhynchos,Josep del Hoyo,2015,2/3/2020,Public,Song,,,4
555017361,audio,Luscinia megarhynchos,Alfonso Rodrigo,2023,4/8/2023,Public,,,,2.5
445808891,audio,Luscinia megarhynchos,Manuel Pérez Devesa,2022,5/8/2022,Public,,,,0
344877121,audio,Luscinia megarhynchos,Holger Schneider,2021,6/3/2021,Public,,,,0
329413531,audio,Luscinia megarhynchos,Corey Callaghan,2021,4/23/2021,Public,,,,3
53420651,audio,Luscinia megarhynchos,Francisco Fernandes,2017,4/4/2017,Public,Song,Adult,,3
84545,audio,Luscinia megarhynchos,Matthew D. Medler,1997,7/20/2016,Public,Call; Song,Adult – 1,archive,4
106091141,audio,Luscinia megarhynchos,Glenn Seeholzer,2018,7/1/2018,Public,Song,,,4
444732101,audio,Luscinia megarhynchos,Filippo Guidantoni,2022,5/6/2022,Public,,,,0
35487781,audio,Luscinia megarhynchos,Raphaël Nussbaumer,2016,9/19/2016,Public,,,,3
346909721,audio,Luscinia megarhynchos,Fernando T Rico,2021,6/11/2021,Public,,,,0
375681891,audio,Luscinia megarhynchos,Márcio & Ana Duarte & Santos,2021,10/7/2021,Public,,,,0
96436821,audio,Luscinia megarhynchos,Ricardo Melo,2018,4/25/2018,Public,,,,3
328953081,audio,Luscinia megarhynchos,Anonymous,2021,4/22/2021,Public,,,,0
166335941,audio,Luscinia megarhynchos,Thomas Brooks,2019,6/30/2019,Public,Song,,,1
461393941,audio,Luscinia megarhynchos,Mark Robbins,2022,6/21/2022,Public,Song,Adult Male – 1,,4
557281561,audio,Luscinia megarhynchos,Stuart Fisher,2015,4/13/2023,Public,Song,Adult Male – 1,,3
465862791,audio,Luscinia megarhynchos,Zbigniew Swiacki,2022,7/8/2022,Public,,,,0
